# Hypertri Slow Performer History

Generated by `cargo bench --bench retained_fuzz`. Timings are best-of-five wall-clock probes of deterministic inputs shaped by the registered cargo-fuzz targets.

Latest run sampled 20000 deterministic fuzz cases. This table merges crate-local history by `family + target + input`, keeps each case's worst observed time, and retains the 1000 worst cases.

## Worst Performers

| Rank | Worst Time | Family | Target | Input |
| 256 | 119.072 us | `cargo-fuzz` | `hyperreal_representations` | `seed[646]` |
| 257 | 119.062 us | `cargo-fuzz` | `hyperreal_representations` | `seed[6325]` |
| 258 | 118.982 us | `cargo-fuzz` | `hyperreal_representations` | `seed[9772]` |
| 259 | 118.932 us | `cargo-fuzz` | `hyperreal_representations` | `seed[1093]` |
| 260 | 118.722 us | `cargo-fuzz` | `hyperreal_representations` | `seed[2968]` |
| 261 | 118.692 us | `cargo-fuzz` | `hyperreal_representations` | `seed[640]` |
| 262 | 118.572 us | `cargo-fuzz` | `hyperreal_representations` | `seed[398]` |
| 263 | 118.562 us | `cargo-fuzz` | `hyperreal_representations` | `seed[7954]` |
| 264 | 118.472 us | `cargo-fuzz` | `hyperreal_representations` | `seed[4669]` |
| 265 | 118.342 us | `cargo-fuzz` | `hyperreal_representations` | `seed[2089]` |
| 266 | 118.002 us | `cargo-fuzz` | `hyperreal_representations` | `seed[3091]` |
| 267 | 117.712 us | `cargo-fuzz` | `hyperreal_representations` | `seed[6280]` |
| 268 | 117.612 us | `cargo-fuzz` | `hyperreal_representations` | `seed[722]` |
| 269 | 117.442 us | `cargo-fuzz` | `hyperreal_representations` | `seed[364]` |
| 270 | 117.442 us | `cargo-fuzz` | `hyperreal_representations` | `seed[721]` |
| 271 | 117.192 us | `cargo-fuzz` | `hyperreal_representations` | `seed[1108]` |
| 272 | 117.122 us | `cargo-fuzz` | `hyperreal_representations` | `seed[827]` |
| 273 | 117.112 us | `cargo-fuzz` | `hyperreal_representations` | `seed[583]` |
| 274 | 117.092 us | `cargo-fuzz` | `hyperreal_representations` | `seed[115]` |
| 275 | 116.952 us | `cargo-fuzz` | `hyperreal_representations` | `seed[547]` |
| 276 | 116.802 us | `cargo-fuzz` | `hyperreal_representations` | `seed[1150]` |
| 277 | 116.772 us | `cargo-fuzz` | `hyperreal_representations` | `seed[2668]` |
| 278 | 116.562 us | `cargo-fuzz` | `hyperreal_representations` | `seed[7951]` |
| 279 | 116.502 us | `cargo-fuzz` | `hyperreal_representations` | `seed[2815]` |
| 280 | 116.112 us | `cargo-fuzz` | `hyperreal_representations` | `seed[4327]` |
| 281 | 115.772 us | `cargo-fuzz` | `hyperreal_representations` | `seed[1153]` |
| 282 | 115.723 us | `cargo-fuzz` | `hyperreal_representations` | `seed[665]` |
| 283 | 115.662 us | `cargo-fuzz` | `hyperreal_representations` | `seed[1420]` |
| 284 | 115.652 us | `cargo-fuzz` | `hyperreal_representations` | `seed[532]` |
| 285 | 115.452 us | `cargo-fuzz` | `hyperreal_representations` | `seed[623]` |
| 286 | 115.312 us | `cargo-fuzz` | `hyperreal_representations` | `seed[503]` |
| 287 | 114.982 us | `cargo-fuzz` | `hyperreal_representations` | `seed[6205]` |
| 288 | 114.613 us | `cargo-fuzz` | `hyperreal_representations` | `seed[581]` |
| 289 | 114.582 us | `cargo-fuzz` | `hyperreal_representations` | `seed[5380]` |
| 290 | 114.392 us | `cargo-fuzz` | `hyperreal_representations` | `seed[49]` |
| 291 | 114.252 us | `cargo-fuzz` | `hyperreal_representations` | `seed[3736]` |
| 292 | 113.983 us | `cargo-fuzz` | `hyperreal_representations` | `seed[6328]` |
| 293 | 113.722 us | `cargo-fuzz` | `hyperreal_representations` | `seed[1081]` |
| 294 | 113.432 us | `cargo-fuzz` | `hyperreal_representations` | `seed[7141]` |
| 295 | 113.342 us | `cargo-fuzz` | `hyperreal_representations` | `seed[913]` |
| 296 | 113.282 us | `cargo-fuzz` | `hyperreal_representations` | `seed[1348]` |
| 297 | 112.923 us | `cargo-fuzz` | `hyperreal_representations` | `seed[388]` |
| 298 | 112.842 us | `cargo-fuzz` | `hyperreal_representations` | `seed[719]` |
| 299 | 112.472 us | `cargo-fuzz` | `hyperreal_representations` | `seed[863]` |
